Iteration,Min Colors,Avg Colors
137,12,13.850000
138,12,13.790000
139,12,13.810000
140,12,13.920000
141,12,14.000000
142,12,13.940000
143,12,13.930000
144,12,13.850000
145,12,13.950000
146,12,13.850000
147,12,13.880000
148,12,14.000000
149,12,13.840000
150,12,13.770000
151,12,13.880000
152,12,13.800000
153,12,13.960000
154,12,13.980000
155,12,13.730000
156,12,13.840000
157,12,13.950000
158,12,13.740000
159,12,13.910000
160,12,13.890000
161,12,13.870000
162,12,13.900000
163,12,13.810000
164,12,13.900000
165,12,13.910000
166,12,13.960000
167,12,13.870000
168,12,13.810000
169,12,13.900000
170,12,13.880000
171,12,13.730000
172,12,13.880000
173,12,13.740000
174,12,14.020000
175,12,14.010000
176,12,13.740000
177,12,13.870000
178,12,13.960000
179,12,13.940000
180,12,13.930000
181,12,13.940000
182,12,13.820000
183,12,13.920000
184,12,13.940000
185,12,13.920000
186,12,13.870000
187,12,13.920000
188,12,13.960000
189,12,13.860000
190,12,13.870000
191,12,13.910000
192,12,14.000000
193,12,13.880000
194,12,13.900000
195,12,13.890000
196,12,13.990000
197,12,13.930000
198,12,13.960000
199,12,13.910000
200,12,14.010000
201,12,14.000000
202,12,13.830000
203,12,14.040000
204,12,13.920000
205,12,13.850000
206,12,13.980000
207,12,13.930000
208,12,14.020000
209,12,13.910000
210,12,13.920000
211,12,13.940000
212,12,13.840000
213,12,13.900000
214,12,13.940000
215,12,14.020000
216,12,13.890000
217,12,14.010000
218,12,13.900000
219,12,13.820000
220,12,13.710000
221,12,13.930000
222,12,13.970000
223,12,14.120000
224,12,13.860000
225,12,13.910000
226,12,13.830000
227,12,13.890000
228,12,13.800000
229,12,13.930000
230,12,13.920000
231,12,13.940000
232,12,13.980000
233,12,14.110000
234,12,13.970000
235,12,13.870000
236,12,13.840000
237,12,13.900000
238,12,13.910000
239,12,13.950000
240,12,13.910000
241,12,13.850000
242,12,13.840000
243,12,13.900000
244,12,13.970000
245,12,14.010000
246,12,13.830000
247,12,13.840000
248,12,13.920000
249,12,14.030000
250,12,13.870000
251,12,13.890000
252,12,13.950000
253,12,13.920000
254,12,13.940000
255,12,13.790000
256,12,13.890000
257,12,13.920000
258,12,13.820000
259,12,13.820000
260,12,13.910000
261,12,13.960000
262,12,13.860000
263,12,13.920000
264,12,13.990000
265,12,13.910000
266,12,13.890000
267,12,13.940000
268,12,13.860000
269,12,13.830000
270,12,13.920000
271,12,14.010000
272,12,13.950000
273,12,13.880000
274,12,14.020000
275,12,13.810000
276,12,14.010000
277,12,13.940000
278,12,13.840000
279,12,13.960000
280,12,14.010000
281,12,13.860000
282,12,14.020000
283,12,14.010000
284,12,13.790000
285,12,13.880000
286,12,13.950000
287,12,14.010000
288,12,13.990000
289,12,13.890000
290,12,14.010000
291,12,13.970000
292,12,13.890000
293,12,13.910000
294,12,13.870000
295,12,13.990000
296,12,14.000000
297,12,13.990000
298,12,13.840000
299,12,13.940000
300,12,13.850000
301,12,13.900000
302,12,13.860000
303,12,13.850000
304,12,13.730000
305,12,13.950000
306,12,13.880000
307,12,13.860000
308,12,13.820000
309,12,13.920000
310,12,13.780000
311,12,13.850000
312,12,13.950000
313,12,13.930000
314,12,13.990000
315,12,13.940000
316,12,13.830000
317,12,13.930000
318,12,13.990000
319,12,13.860000
320,12,13.860000
321,12,13.870000
322,12,13.940000
323,12,13.850000
324,12,14.000000
325,12,14.020000
326,12,14.000000
327,12,13.990000
328,12,13.910000
329,12,13.910000
330,12,13.810000
331,12,13.950000
332,12,14.030000
333,12,13.960000
334,12,13.850000
335,12,13.880000
336,12,13.960000
337,12,13.970000
338,12,13.890000
339,12,13.830000
340,12,13.890000
341,12,13.920000
342,12,13.980000
343,12,13.870000
344,12,13.830000
345,12,13.850000
346,12,13.880000
347,12,13.880000
348,12,13.850000
349,12,13.950000
350,12,13.870000
351,12,13.880000
352,12,13.860000
353,12,13.900000
354,12,13.920000
355,12,13.860000
356,12,13.800000
357,12,13.950000
358,12,13.930000
359,12,13.910000
360,12,13.910000
361,12,13.960000
362,12,13.870000
363,12,13.990000
364,12,13.960000
365,12,13.900000
366,12,13.890000
367,12,13.840000
368,12,13.980000
369,12,13.850000
370,12,13.910000
371,12,13.870000
372,12,13.950000
373,12,13.860000
374,12,13.850000
375,12,13.840000
376,12,13.850000
377,12,13.920000
378,12,13.980000
379,12,13.870000
380,12,13.860000
381,12,13.910000
382,12,13.930000
383,12,13.860000
384,12,13.810000
385,12,13.840000
386,12,13.780000
387,12,13.960000
388,12,13.980000
389,12,13.860000
390,12,13.850000
391,12,13.910000
392,12,13.910000
393,12,13.920000
394,12,13.920000
395,12,13.820000
396,12,13.760000
397,12,14.020000
398,12,13.970000
399,12,14.000000
400,12,13.920000
401,12,13.980000
402,12,14.030000
403,12,13.910000
404,12,13.950000
405,12,13.850000
406,12,13.820000
407,12,13.970000
408,12,13.890000
409,12,13.930000
410,12,13.870000
411,12,13.890000
412,12,14.090000
413,12,13.930000
414,12,13.870000
415,12,13.860000
416,12,13.960000
417,12,13.780000
418,12,13.930000
419,12,13.980000
420,12,13.840000
421,12,13.860000
422,12,13.910000
423,12,13.920000
424,12,13.940000
425,12,13.820000
426,12,13.940000
427,12,13.950000
428,12,13.950000
429,12,13.890000
430,12,13.920000
431,12,13.870000
432,12,13.920000
433,12,14.010000
434,12,13.930000
435,12,13.840000
436,12,13.840000
437,12,13.840000
438,12,13.940000
439,12,13.810000
440,12,13.970000
441,12,13.860000
442,12,13.990000
443,12,13.880000
444,12,13.830000
445,12,13.850000
446,12,13.920000
447,12,13.970000
448,12,13.750000
449,12,13.970000
450,12,13.790000
451,12,13.840000
452,12,13.870000
453,12,14.070000
454,12,13.840000
455,12,13.830000
456,12,13.810000
457,12,13.950000
458,12,13.980000
459,12,13.890000
460,12,13.890000
461,12,13.780000
462,12,13.890000
463,12,13.940000
464,12,13.910000
465,12,13.980000
466,12,13.950000
467,12,13.830000
468,12,14.040000
469,12,13.840000
470,12,13.920000
471,12,14.100000
472,12,13.910000
473,12,13.860000
474,12,13.780000
475,12,13.820000
476,12,13.860000
477,12,13.860000
478,12,13.980000
479,12,13.920000
480,12,13.820000
481,12,13.880000
482,12,13.910000
483,12,13.880000
484,12,13.970000
485,12,13.860000
486,12,13.900000
487,12,13.890000
488,12,13.930000
489,12,13.840000
490,12,13.910000
491,12,13.980000
492,12,13.900000
493,12,13.890000
494,12,13.800000
495,12,13.930000
496,12,14.020000
497,12,14.020000
498,12,13.820000
499,12,13.870000
500,12,13.870000
501,12,13.810000
502,12,13.950000
503,12,13.960000
504,12,13.990000
505,12,13.880000
506,12,13.880000
507,12,13.940000
508,12,14.020000
509,12,13.840000
510,12,13.960000
511,12,13.840000
512,12,13.960000
513,12,13.870000
514,12,13.890000
515,12,13.900000
516,12,13.820000
517,12,13.840000
518,12,13.930000
519,12,13.860000
520,12,13.870000
521,12,13.890000
522,12,13.920000
523,12,14.000000
524,12,13.930000
525,12,13.830000
526,12,13.860000
527,12,13.880000
528,12,13.880000
529,12,13.940000
530,12,13.970000
531,12,13.790000
532,12,13.920000
533,12,13.910000
534,12,13.960000
535,12,13.970000
536,12,13.840000
537,12,13.960000
538,12,13.710000
539,12,13.980000
540,12,13.870000
541,12,13.830000
542,12,13.850000
543,12,13.900000
544,12,13.810000
545,12,13.870000
546,12,13.940000
547,12,14.020000
548,12,13.960000
549,12,13.950000
550,12,13.800000
551,12,13.870000
552,12,14.000000
553,12,13.880000
554,12,13.870000
555,12,13.950000
556,12,13.850000
557,12,13.870000
558,12,13.920000
559,12,13.920000
560,12,13.880000
561,12,13.900000
562,12,13.970000
563,12,13.930000
564,12,13.910000
565,12,13.810000
566,12,13.800000
567,12,13.890000
568,12,13.830000
569,12,13.810000
570,12,13.840000
571,12,13.810000
572,12,13.850000
573,12,13.960000
574,12,13.840000
575,12,13.800000
576,12,13.890000
577,11,13.790000
578,11,14.010000
579,11,13.910000
580,11,13.940000
581,11,13.780000
582,11,13.870000
583,11,13.910000
584,11,13.910000
585,11,13.920000
586,11,13.760000
587,11,13.950000
588,11,13.890000
589,11,13.890000
590,11,13.910000
591,11,13.940000
592,11,13.840000
593,11,13.960000
594,11,13.730000
595,11,13.960000
596,11,13.800000
597,11,13.930000
598,11,13.880000
599,11,13.870000
600,11,13.900000
601,11,13.870000
602,11,13.910000
603,11,13.910000
604,11,13.790000
605,11,13.910000
606,11,13.910000
607,11,13.990000
608,11,13.950000
609,11,13.840000
610,11,13.880000
611,11,13.850000
612,11,13.940000
613,11,13.870000
614,11,13.910000
615,11,14.000000
616,11,13.890000
617,11,13.890000
618,11,13.940000
619,11,13.920000
620,11,13.900000
621,11,13.880000
622,11,13.930000
623,11,13.840000
624,11,13.840000
625,11,13.940000
626,11,13.750000
627,11,13.940000
628,11,13.900000
629,11,13.960000
630,11,13.790000
631,11,13.830000
632,11,13.890000
633,11,13.910000
634,11,13.860000
635,11,13.910000
636,11,13.890000
637,11,13.860000
638,11,13.830000
639,11,13.900000
640,11,13.940000
641,11,13.890000
642,11,13.830000
643,11,13.860000
644,11,13.920000
645,11,13.890000
646,11,13.820000
647,11,13.850000
648,11,13.940000
649,11,13.840000
650,11,13.830000
651,11,13.830000
652,11,13.910000
653,11,13.760000
654,11,13.840000
655,11,13.930000
656,11,13.970000
657,11,13.920000
658,11,13.840000
659,11,13.780000
660,11,13.870000
661,11,13.850000
662,11,13.930000
663,11,13.940000
664,11,13.940000
665,11,13.940000
666,11,13.830000
667,11,13.690000
668,11,13.980000
669,11,13.820000
670,11,13.830000
671,11,13.930000
672,11,13.850000
673,11,13.880000
674,11,13.840000
675,11,13.860000
676,11,13.820000
677,11,13.880000
678,11,13.980000
679,11,13.780000
680,11,13.890000
681,11,13.730000
682,11,13.900000
683,11,13.900000
684,11,13.860000
685,11,14.020000
686,11,13.900000
687,11,13.930000
688,11,13.990000
689,11,13.830000
690,11,13.880000
691,11,13.830000
692,11,13.890000
693,11,13.940000
694,11,13.940000
695,11,13.920000
696,11,13.820000
697,11,13.860000
698,11,13.860000
699,11,13.810000
700,11,13.940000
701,11,13.920000
702,11,13.800000
703,11,13.870000
704,11,13.760000
705,11,13.870000
706,11,13.860000
707,11,13.740000
708,11,13.790000
709,11,13.950000
710,11,13.770000
711,11,13.780000
712,11,13.800000
713,11,13.810000
714,11,13.810000
715,11,13.950000
716,11,13.940000
717,11,13.940000
718,11,13.900000
719,11,13.850000
720,11,13.950000
721,11,13.960000
722,11,13.810000
723,11,14.070000
724,11,13.850000
725,11,13.910000
726,11,13.940000
727,11,13.810000
728,11,13.850000
729,11,13.870000
730,11,13.830000
731,11,14.060000
732,11,13.850000
733,11,13.800000
734,11,13.730000
735,11,13.920000
736,11,13.870000
737,11,13.900000
738,11,13.980000
739,11,14.000000
740,11,13.840000
741,11,13.790000
742,11,14.040000
743,11,13.850000
744,11,13.920000
745,11,13.910000
746,11,13.830000
747,11,13.830000
748,11,13.950000
749,11,13.840000
750,11,13.810000
751,11,13.850000
752,11,13.810000
753,11,13.820000
754,11,13.840000
755,11,13.810000
756,11,13.820000
757,11,13.850000
758,11,13.860000
759,11,13.820000
760,11,13.910000
761,11,13.850000
762,11,13.750000
763,11,13.900000
764,11,13.750000
765,11,13.930000
766,11,14.040000
767,11,14.000000
768,11,13.850000
769,11,13.760000
770,11,13.870000
771,11,13.870000
772,11,13.880000
773,11,13.850000
774,11,13.880000
775,11,13.830000
776,11,13.950000
777,11,13.950000
778,11,13.770000
779,11,13.990000
780,11,13.950000
781,11,13.850000
782,11,13.770000
783,11,13.870000
784,11,13.900000
785,11,13.950000
786,11,13.860000
787,11,13.770000
788,11,13.970000
789,11,13.840000
790,11,13.890000
791,11,13.850000
792,11,13.980000
793,11,14.000000
794,11,13.940000
795,11,13.920000
796,11,13.790000
797,11,13.890000
798,11,13.920000
799,11,13.840000
800,11,13.800000
801,11,13.860000
802,11,13.850000
803,11,13.870000
804,11,13.810000
805,11,13.860000
806,11,14.000000
807,11,13.840000
808,11,13.920000
809,11,13.860000
810,11,13.860000
811,11,13.880000
812,11,14.040000
813,11,13.910000
814,11,13.980000
815,11,13.890000
816,11,13.840000
817,11,13.910000
818,11,13.880000
819,11,13.770000
820,11,13.980000
821,11,13.900000
822,11,13.880000
823,11,13.850000
824,11,13.880000
825,11,13.850000
826,11,13.780000
827,11,13.810000
828,11,13.920000
829,11,13.970000
830,11,13.910000
831,11,13.910000
832,11,13.940000
833,11,13.830000
834,11,13.910000
835,11,13.840000
836,11,14.090000
837,11,13.900000
838,11,13.940000
839,11,13.890000
840,11,13.860000
841,11,13.870000
842,11,13.930000
843,11,13.920000
844,11,13.900000
845,11,13.860000
846,11,13.850000
847,11,13.910000
848,11,13.810000
849,11,13.880000
850,11,13.900000
851,11,13.990000
852,11,13.910000
853,11,13.790000
854,11,13.780000
855,11,13.790000
856,11,13.920000
857,11,13.850000
858,11,13.870000
859,11,13.850000
860,11,13.830000
861,11,13.750000
862,11,13.930000
863,11,13.770000
864,11,13.860000
865,11,13.830000
866,11,13.840000
867,11,13.980000
868,11,13.800000
869,11,13.800000
870,11,13.890000
871,11,13.920000
872,11,13.880000
873,11,13.940000
874,11,13.850000
875,11,13.950000
876,11,13.890000
877,11,13.940000
878,11,13.920000
879,11,13.770000
880,11,13.980000
881,11,13.810000
882,11,13.940000
883,11,13.980000
884,11,13.840000
885,11,13.880000
886,11,13.960000
887,11,13.840000
888,11,13.830000
889,11,13.760000
890,11,13.950000
891,11,13.810000
892,11,13.930000
893,11,13.910000
894,11,13.990000
895,11,13.970000
896,11,13.770000
897,11,13.790000
898,11,13.840000
899,11,13.840000
900,11,13.940000
901,11,13.890000
902,11,13.790000
903,11,13.970000
904,11,13.810000
905,11,13.820000
906,11,13.860000
907,11,13.860000
908,11,13.850000
909,11,13.980000
910,11,13.970000
911,11,13.960000
912,11,13.770000
913,11,13.840000
914,11,14.060000
915,11,13.850000
916,11,13.870000
917,11,13.980000
918,11,13.860000
919,11,13.880000
920,11,13.910000
921,11,13.960000
922,11,13.810000
923,11,13.820000
924,11,13.890000
925,11,13.960000
926,11,13.930000
927,11,14.000000
928,11,13.970000
929,11,13.820000
930,11,13.920000
931,11,13.940000
932,11,13.840000
933,11,13.830000
934,11,13.800000
935,11,13.950000
936,11,13.840000
937,11,13.950000
938,11,13.990000
939,11,13.970000
940,11,13.800000
941,11,13.900000
942,11,13.930000
943,11,13.880000
944,11,13.990000
945,11,13.920000
946,11,13.860000
947,11,13.800000
948,11,13.850000
949,11,13.870000
950,11,13.970000
951,11,13.860000
952,11,13.870000
953,11,13.890000
954,11,13.950000
955,11,13.890000
956,11,13.940000
957,11,13.850000
958,11,13.760000
959,11,13.850000
960,11,13.880000
961,11,13.820000
962,11,14.020000
963,11,13.900000
964,11,14.050000
965,11,13.930000
966,11,13.880000
967,11,13.940000
968,11,13.860000
969,11,13.800000
970,11,13.900000
971,11,13.850000
972,11,13.890000
973,11,13.930000
974,11,13.810000
975,11,13.740000
976,11,13.770000
977,11,13.760000
978,11,13.860000
979,11,13.850000
980,11,13.840000
981,11,13.870000
982,11,13.710000
983,11,13.910000
984,11,13.910000
985,11,13.910000
986,11,13.930000
987,11,13.860000
988,11,13.960000
989,11,13.850000
990,11,13.920000
991,11,13.780000
992,11,13.930000
993,11,13.900000
994,11,13.850000
995,11,13.680000
996,11,13.870000
997,11,13.940000
998,11,13.860000
999,11,13.870000
1000,11,13.860000
1001,11,13.790000
1002,11,14.010000
1003,11,13.920000
1004,11,13.930000
1005,11,13.970000
1006,11,13.880000
1007,11,13.870000
1008,11,13.980000
1009,11,13.890000
1010,11,13.920000
1011,11,13.780000
1012,11,13.930000
1013,11,13.810000
1014,11,13.760000
1015,11,13.810000
1016,11,13.870000
1017,11,13.990000
1018,11,13.960000
1019,11,13.730000
1020,11,13.880000
1021,11,13.910000
1022,11,13.750000
1023,11,13.900000
1024,11,13.860000
1025,11,13.880000
1026,11,13.940000
1027,11,13.880000
1028,11,13.960000
1029,11,13.810000
1030,11,13.800000
1031,11,13.890000
1032,11,13.890000
1033,11,13.830000
1034,11,14.010000
1035,11,13.890000
1036,11,13.910000
1037,11,13.750000
1038,11,13.860000
1039,11,13.850000
1040,11,13.890000
1041,11,13.770000
1042,11,13.890000
1043,11,13.980000
1044,11,13.980000
1045,11,13.710000
1046,11,13.820000
1047,11,13.790000
1048,11,13.800000
1049,11,13.790000
1050,11,13.840000
1051,11,13.930000
1052,11,13.940000
1053,11,13.840000
1054,11,13.870000
1055,11,13.910000
1056,11,13.920000
1057,11,13.890000
1058,11,13.950000
1059,11,13.920000
1060,11,13.920000
1061,11,13.970000
1062,11,13.910000
1063,11,13.790000
1064,11,13.850000
1065,11,13.790000
1066,11,13.910000
1067,11,13.920000
1068,11,13.890000
1069,11,13.870000
1070,11,13.860000
1071,11,13.870000
1072,11,13.910000
1073,11,13.960000
1074,11,13.800000
1075,11,13.940000
1076,11,14.010000
1077,11,13.910000
1078,11,13.900000
1079,11,13.940000
1080,11,13.930000
1081,11,13.720000
1082,11,13.850000
1083,11,14.000000
1084,11,13.930000
1085,11,13.950000
1086,11,13.870000
1087,11,13.930000
1088,11,13.900000
1089,11,13.830000
1090,11,13.850000
1091,11,13.850000
1092,11,13.840000
1093,11,13.970000
1094,11,13.890000
1095,11,13.870000
1096,11,14.050000
1097,11,13.800000
1098,11,13.830000
1099,11,13.920000
1100,11,13.870000
1101,11,13.970000
1102,11,13.740000
1103,11,13.920000
1104,11,13.840000
1105,11,13.970000
1106,11,14.010000
1107,11,13.890000
1108,11,13.950000
1109,11,13.780000
1110,11,13.810000
1111,11,13.900000
1112,11,13.840000
1113,11,13.800000
1114,11,13.940000
1115,11,13.970000
1116,11,13.820000
1117,11,13.930000
1118,11,13.940000
1119,11,13.770000
1120,11,13.890000
1121,11,13.780000
1122,11,13.820000
1123,11,13.840000
1124,11,13.880000
1125,11,13.880000
1126,11,13.850000
1127,11,13.860000
1128,11,13.950000
1129,11,13.900000
1130,11,13.850000
1131,11,13.960000
1132,11,13.870000
1133,11,13.960000
1134,11,13.840000
1135,11,13.730000
1136,11,13.900000
1137,11,13.710000
1138,11,13.900000
1139,11,13.890000
1140,11,13.850000
1141,11,14.000000
1142,11,13.900000
1143,11,13.890000
1144,11,13.900000
1145,11,13.810000
1146,11,13.910000
1147,11,13.840000
1148,11,13.840000
1149,11,13.860000
1150,11,13.950000
1151,11,13.780000
1152,11,13.970000
1153,11,13.940000
1154,11,13.910000
1155,11,13.840000
1156,11,13.890000
1157,11,13.900000
1158,11,14.020000
1159,11,13.910000
1160,11,13.910000
1161,11,13.880000
1162,11,13.880000
1163,11,13.970000
1164,11,13.860000
1165,11,13.780000
1166,11,13.860000
1167,11,13.810000
1168,11,13.820000
1169,11,13.890000
1170,11,13.890000
1171,11,13.930000
1172,11,13.880000
1173,11,13.970000
1174,11,13.900000
1175,11,13.830000
1176,11,13.900000
1177,11,13.960000
1178,11,13.870000
1179,11,13.780000
1180,11,13.910000
1181,11,13.870000
1182,11,13.960000
1183,11,13.890000
1184,11,13.870000
1185,11,13.780000
1186,11,14.010000
1187,11,13.940000
1188,11,13.910000
1189,11,13.860000
1190,11,13.890000
1191,11,13.760000
1192,11,13.840000
1193,11,13.860000
1194,11,13.960000
1195,11,13.820000
1196,11,13.760000
1197,11,13.860000
1198,11,13.830000
1199,11,13.910000
1200,11,13.780000
1201,11,13.830000
1202,11,14.020000
1203,11,13.900000
1204,11,13.810000
1205,11,13.950000
1206,11,13.980000
1207,11,13.920000
1208,11,13.930000
1209,11,13.760000
1210,11,13.920000
1211,11,13.820000
1212,11,14.010000
1213,11,14.000000
1214,11,13.870000
1215,11,13.950000
1216,11,13.950000
1217,11,13.970000
1218,11,13.850000
1219,11,13.840000
1220,11,14.000000
1221,11,13.780000
1222,11,13.800000
1223,11,13.900000
1224,11,13.840000
1225,11,13.990000
1226,11,13.860000
1227,11,13.820000
1228,11,13.790000
1229,11,13.920000
1230,11,13.900000
1231,11,13.860000
1232,11,13.770000
1233,11,13.890000
1234,11,13.910000
1235,11,13.830000
1236,11,13.910000
1237,11,13.940000
1238,11,13.980000
1239,11,13.900000
1240,11,13.820000
1241,11,14.000000
1242,11,13.860000
1243,11,13.800000
1244,11,13.790000
1245,11,13.780000
1246,11,13.860000
1247,11,13.910000
1248,11,13.960000
1249,11,13.880000
1250,11,13.930000
1251,11,13.750000
1252,11,13.780000
1253,11,13.920000
1254,11,13.950000
1255,11,13.960000
1256,11,13.810000
1257,11,13.930000
1258,11,13.890000
1259,11,13.880000
1260,11,13.880000
1261,11,13.850000
1262,11,13.850000
1263,11,13.790000
1264,11,13.920000
1265,11,13.950000
1266,11,13.940000
1267,11,13.830000
1268,11,13.810000
1269,11,13.850000
1270,11,13.940000
1271,11,13.870000
1272,11,13.970000
1273,11,13.810000
1274,11,13.830000
1275,11,13.950000
1276,11,13.870000
1277,11,13.850000
1278,11,13.830000
1279,11,13.700000
1280,11,13.740000
1281,11,13.820000
1282,11,13.850000
1283,11,13.860000
1284,11,13.840000
1285,11,13.830000
1286,11,13.760000
1287,11,13.930000
1288,11,13.820000
1289,11,13.910000
1290,11,13.800000
1291,11,13.870000
1292,11,13.930000
1293,11,13.790000
1294,11,13.970000
1295,11,13.900000
1296,11,13.920000
1297,11,13.760000
1298,11,13.870000
1299,11,13.940000
1300,11,13.950000
1301,11,13.780000
1302,11,13.850000
1303,11,13.820000
1304,11,13.900000
1305,11,13.910000
1306,11,13.830000
1307,11,13.840000
1308,11,13.840000
1309,11,13.880000
1310,11,13.930000
1311,11,13.820000
1312,11,13.930000
1313,11,13.900000
1314,11,13.910000
1315,11,13.890000
1316,11,13.940000
1317,11,13.980000
1318,11,13.810000
1319,11,13.870000
1320,11,13.820000
1321,11,13.810000
1322,11,13.860000
1323,11,13.920000
1324,11,13.820000
1325,11,13.840000
1326,11,13.940000
1327,11,13.920000
1328,11,13.850000
1329,11,13.810000
1330,11,13.940000
1331,11,13.890000
1332,11,13.930000
1333,11,13.750000
1334,11,13.820000
1335,11,13.890000
1336,11,13.960000
1337,11,13.950000
1338,11,13.910000
1339,11,13.890000
1340,11,13.940000
1341,11,13.880000
1342,11,13.880000
1343,11,13.860000
1344,11,13.890000
1345,11,13.800000
1346,11,13.810000
1347,11,13.890000
1348,11,13.920000
1349,11,13.840000
1350,11,13.860000
1351,11,13.850000
1352,11,13.850000
1353,11,13.940000
1354,11,13.890000
1355,11,13.780000
1356,11,13.840000
1357,11,13.970000
1358,11,13.800000
1359,11,13.790000
1360,11,13.830000
1361,11,13.900000
1362,11,13.950000
1363,11,13.860000
1364,11,13.940000
1365,11,13.710000
1366,11,14.000000
1367,11,13.970000
1368,11,13.960000
1369,11,13.870000
1370,11,13.880000
1371,11,13.890000
1372,11,13.860000
1373,11,13.880000
1374,11,13.820000
1375,11,13.960000
1376,11,13.880000
1377,11,13.870000
1378,11,13.920000
1379,11,13.810000
1380,11,13.870000
1381,11,13.860000
1382,11,13.970000
1383,11,13.940000
1384,11,13.890000
1385,11,13.880000
1386,11,13.880000
1387,11,13.920000
1388,11,13.770000
1389,11,13.930000
1390,11,13.900000
1391,11,13.920000
1392,11,13.950000
1393,11,13.700000
1394,11,13.920000
1395,11,13.800000
1396,11,13.790000
1397,11,13.910000
1398,11,13.870000
1399,11,13.940000
1400,11,13.950000
1401,11,13.890000
1402,11,14.000000
1403,11,13.930000
1404,11,13.810000
1405,11,13.840000
1406,11,13.930000
1407,11,13.780000
1408,11,13.850000
1409,11,13.760000
1410,11,13.870000
1411,11,13.980000
1412,11,13.860000
1413,11,13.920000
1414,11,13.920000
1415,11,13.780000
1416,11,13.850000
1417,11,13.850000
1418,11,13.860000
1419,11,13.900000
1420,11,13.830000
1421,11,13.870000
1422,11,13.940000
1423,11,14.020000
1424,11,13.860000
1425,11,13.930000
1426,11,13.910000
1427,11,13.930000
1428,11,13.820000
1429,11,13.740000
1430,11,13.810000
1431,11,13.920000
1432,11,13.880000
1433,11,13.730000
1434,11,13.890000
1435,11,13.840000
1436,11,13.790000
1437,11,13.980000
1438,11,14.010000
1439,11,13.930000
1440,11,13.890000
1441,11,13.840000
1442,11,13.840000
1443,11,13.920000
1444,11,13.840000
1445,11,13.920000
1446,11,13.980000
1447,11,13.840000
1448,11,13.870000
1449,11,13.790000
1450,11,13.910000
1451,11,13.890000
1452,11,13.960000
1453,11,13.930000
1454,11,13.890000
1455,11,13.850000
1456,11,13.930000
1457,11,13.950000
1458,11,14.060000
1459,11,13.840000
1460,11,13.850000
1461,11,13.860000
1462,11,13.910000
1463,11,13.840000
1464,11,13.880000
1465,11,13.810000
1466,11,13.840000
1467,11,14.130000
1468,11,13.800000
1469,11,13.900000
1470,11,13.910000
1471,11,13.870000
1472,11,13.840000
1473,11,13.910000
1474,11,13.820000
1475,11,13.820000
1476,11,13.860000
1477,11,13.920000
1478,11,13.880000
1479,11,13.890000
1480,11,13.850000
1481,11,13.820000
1482,11,13.810000
1483,11,13.880000
1484,11,13.890000
1485,11,13.860000
1486,11,14.040000
1487,11,13.890000
1488,11,13.960000
1489,11,13.790000
1490,11,13.830000
1491,11,13.880000
1492,11,13.720000
1493,11,13.920000
1494,11,13.930000
1495,11,13.870000
