Iteration,Min Colors,Avg Colors
0,8,9.440000
1,8,9.550000
2,8,9.480000
3,8,9.430000
4,8,9.500000
5,8,9.510000
6,8,9.450000
7,8,9.400000
8,8,9.520000
9,7,9.460000

Obtained Coloration:
0 2 5 3 4 1 1 3 4 2 0 6 4 5 1 6 3 2 2 6 3 5 1 0 3 4 2 0 6 5 5 0 6 1 2 4 
Obtained Chromatic number: 7
Known Chromatic number: 7
Chromatic Coloration found
Time Taken = 0.013488
