Iteration,Fitness,AVG Fitness,Conflicts,Total Color
88,14.400000,12.196000,0,5
89,14.400000,12.212000,0,5
90,14.400000,12.210000,0,5
91,14.400000,12.198000,0,5
92,14.400000,12.202000,0,5
93,14.400000,12.192000,0,5
94,14.400000,12.184000,0,5
95,14.400000,12.166000,0,5
96,14.400000,12.174000,0,5
97,14.400000,12.182000,0,5
98,14.400000,12.168000,0,5
99,14.400000,12.174000,0,5
100,14.400000,12.178000,0,5
101,14.400000,12.194000,0,5
102,14.400000,12.220000,0,5
103,14.400000,12.184000,0,5
104,14.400000,12.180000,0,5
105,14.400000,12.176000,0,5
106,14.400000,12.190000,0,5
107,14.400000,12.192000,0,5
108,14.400000,12.206000,0,5
109,14.400000,12.230000,0,5
110,14.400000,12.212000,0,5
111,14.400000,12.192000,0,5
112,14.400000,12.196000,0,5
113,14.400000,12.214000,0,5
114,14.400000,12.204000,0,5
115,14.400000,12.210000,0,5
116,14.400000,12.214000,0,5
117,14.400000,12.208000,0,5
118,14.400000,12.208000,0,5
119,14.400000,12.188000,0,5
120,14.400000,12.146000,0,5
121,14.400000,12.200000,0,5
122,14.400000,12.198000,0,5
123,14.400000,12.202000,0,5
124,14.400000,12.202000,0,5
125,14.400000,12.192000,0,5
126,14.400000,12.202000,0,5
127,14.400000,12.202000,0,5
128,14.400000,12.208000,0,5
129,14.400000,12.210000,0,5
130,14.400000,12.212000,0,5
131,14.400000,12.204000,0,5
132,14.400000,12.200000,0,5
133,14.400000,12.220000,0,5
134,14.400000,12.214000,0,5
135,14.400000,12.186000,0,5
136,14.400000,12.178000,0,5
137,14.400000,12.164000,0,5
138,14.400000,12.174000,0,5
139,14.400000,12.188000,0,5
140,14.400000,12.170000,0,5
141,14.400000,12.202000,0,5
142,14.400000,12.188000,0,5
143,14.400000,12.178000,0,5
144,14.400000,12.162000,0,5
145,14.400000,12.190000,0,5
146,14.400000,12.196000,0,5
147,14.400000,12.186000,0,5
148,14.400000,12.186000,0,5
149,14.400000,12.192000,0,5
150,14.400000,12.186000,0,5
151,14.400000,12.220000,0,5
152,14.400000,12.196000,0,5
153,14.400000,12.176000,0,5
154,14.400000,12.178000,0,5
155,14.400000,12.196000,0,5
156,14.400000,12.206000,0,5
157,14.400000,12.196000,0,5
158,14.400000,12.212000,0,5
159,14.400000,12.228000,0,5
160,14.400000,12.228000,0,5
161,14.400000,12.188000,0,5
162,14.400000,12.218000,0,5
163,14.400000,12.220000,0,5
164,14.400000,12.224000,0,5
165,14.400000,12.224000,0,5
166,14.400000,12.212000,0,5
167,14.400000,12.216000,0,5
168,14.400000,12.208000,0,5
169,14.400000,12.210000,0,5
170,14.400000,12.228000,0,5
171,14.400000,12.214000,0,5
172,14.400000,12.214000,0,5
173,14.400000,12.230000,0,5
174,14.400000,12.202000,0,5
175,14.400000,12.212000,0,5
176,14.400000,12.200000,0,5
177,14.400000,12.208000,0,5
178,14.400000,12.190000,0,5
179,14.400000,12.200000,0,5
180,14.400000,12.212000,0,5
181,14.400000,12.212000,0,5
182,14.400000,12.194000,0,5
183,14.400000,12.198000,0,5
184,14.400000,12.202000,0,5
185,14.400000,12.208000,0,5
186,14.400000,12.196000,0,5
187,14.400000,12.192000,0,5
188,14.400000,12.188000,0,5
189,14.400000,12.188000,0,5
190,14.400000,12.198000,0,5
191,14.400000,12.202000,0,5
192,14.400000,12.190000,0,5
193,14.400000,12.206000,0,5
194,14.400000,12.206000,0,5
195,14.400000,12.190000,0,5
196,14.400000,12.198000,0,5
197,14.400000,12.190000,0,5
198,14.400000,12.204000,0,5
199,14.400000,12.174000,0,5
200,14.400000,12.160000,0,5
201,14.400000,12.196000,0,5
202,14.400000,12.180000,0,5
203,14.400000,12.198000,0,5
204,14.400000,12.174000,0,5
205,14.400000,12.168000,0,5
206,14.400000,12.150000,0,5
207,14.400000,12.204000,0,5
208,14.400000,12.204000,0,5
209,14.400000,12.226000,0,5
210,14.400000,12.232000,0,5
211,14.400000,12.208000,0,5
212,14.400000,12.204000,0,5
213,14.400000,12.210000,0,5
214,14.400000,12.236000,0,5
215,14.400000,12.214000,0,5
216,14.400000,12.198000,0,5
217,14.400000,12.218000,0,5
218,14.400000,12.222000,0,5
219,14.400000,12.214000,0,5
220,14.400000,12.220000,0,5
221,14.400000,12.216000,0,5
222,14.400000,12.200000,0,5
223,14.400000,12.196000,0,5
224,14.400000,12.170000,0,5
225,14.400000,12.184000,0,5
226,14.400000,12.188000,0,5
227,14.400000,12.220000,0,5
228,14.400000,12.202000,0,5
229,14.400000,12.214000,0,5
230,14.400000,12.200000,0,5
231,14.400000,12.196000,0,5
232,14.400000,12.196000,0,5
233,14.400000,12.210000,0,5
234,14.400000,12.208000,0,5
235,14.400000,12.208000,0,5
236,14.400000,12.200000,0,5
237,14.400000,12.220000,0,5
238,14.400000,12.224000,0,5
239,14.400000,12.218000,0,5
240,14.400000,12.198000,0,5
241,14.400000,12.202000,0,5
242,14.400000,12.204000,0,5
243,14.400000,12.190000,0,5
244,14.400000,12.202000,0,5
245,14.400000,12.204000,0,5
246,14.400000,12.216000,0,5
247,14.400000,12.206000,0,5
248,14.400000,12.218000,0,5
249,14.400000,12.202000,0,5
250,14.400000,12.212000,0,5
251,14.400000,12.208000,0,5
252,14.400000,12.200000,0,5
253,14.400000,12.202000,0,5
254,14.400000,12.220000,0,5
255,14.400000,12.228000,0,5
256,14.400000,12.234000,0,5
257,14.400000,12.230000,0,5
258,14.400000,12.210000,0,5
259,14.400000,12.200000,0,5
260,14.400000,12.208000,0,5
261,14.400000,12.204000,0,5
262,14.400000,12.204000,0,5
263,14.400000,12.186000,0,5
264,14.400000,12.206000,0,5
265,14.400000,12.194000,0,5
266,14.400000,12.200000,0,5
267,14.400000,12.180000,0,5
268,14.400000,12.176000,0,5
269,14.400000,12.164000,0,5
270,14.400000,12.162000,0,5
271,14.400000,12.176000,0,5
272,14.400000,12.172000,0,5
273,14.400000,12.174000,0,5
274,14.400000,12.180000,0,5
275,14.400000,12.180000,0,5
276,14.400000,12.190000,0,5
277,14.400000,12.212000,0,5
278,14.400000,12.190000,0,5
279,14.400000,12.192000,0,5
280,14.400000,12.198000,0,5
281,14.400000,12.226000,0,5
282,14.400000,12.194000,0,5
283,14.400000,12.212000,0,5
284,14.400000,12.216000,0,5
285,14.400000,12.210000,0,5
286,14.400000,12.208000,0,5
287,14.400000,12.208000,0,5
288,14.400000,12.210000,0,5
289,14.400000,12.200000,0,5
290,14.400000,12.176000,0,5
291,14.400000,12.206000,0,5
292,14.400000,12.180000,0,5
293,14.400000,12.204000,0,5
294,14.400000,12.172000,0,5
295,14.400000,12.188000,0,5
296,14.400000,12.192000,0,5
297,14.400000,12.174000,0,5
298,14.400000,12.202000,0,5
299,14.400000,12.206000,0,5
300,14.400000,12.216000,0,5
301,14.400000,12.208000,0,5
302,14.400000,12.188000,0,5
303,14.400000,12.176000,0,5
304,14.400000,12.186000,0,5
305,14.400000,12.182000,0,5
306,14.400000,12.182000,0,5
307,14.400000,12.196000,0,5
308,14.400000,12.190000,0,5
309,14.400000,12.222000,0,5
310,14.400000,12.244000,0,5
311,14.400000,12.248000,0,5
312,14.400000,12.228000,0,5
313,14.400000,12.230000,0,5
314,14.400000,12.188000,0,5
315,14.400000,12.200000,0,5
316,14.400000,12.218000,0,5
317,14.400000,12.172000,0,5
318,14.400000,12.180000,0,5
319,14.400000,12.184000,0,5
320,14.400000,12.214000,0,5
321,14.400000,12.214000,0,5
322,14.400000,12.194000,0,5
323,14.400000,12.182000,0,5
324,14.400000,12.196000,0,5
325,14.400000,12.166000,0,5
326,14.400000,12.176000,0,5
327,14.400000,12.190000,0,5
328,14.400000,12.196000,0,5
329,14.400000,12.186000,0,5
330,14.400000,12.184000,0,5
331,14.400000,12.170000,0,5
332,14.400000,12.174000,0,5
333,14.400000,12.212000,0,5
334,14.400000,12.218000,0,5
335,14.400000,12.210000,0,5
336,14.400000,12.212000,0,5
337,14.400000,12.186000,0,5
338,14.400000,12.202000,0,5
339,14.400000,12.196000,0,5
340,14.400000,12.204000,0,5
341,14.400000,12.194000,0,5
342,14.400000,12.214000,0,5
343,14.400000,12.206000,0,5
344,14.400000,12.192000,0,5
345,14.400000,12.208000,0,5
346,14.400000,12.220000,0,5
347,14.400000,12.224000,0,5
348,14.400000,12.244000,0,5
349,14.400000,12.212000,0,5
350,14.400000,12.198000,0,5
351,14.400000,12.198000,0,5
352,14.400000,12.224000,0,5
353,14.400000,12.200000,0,5
354,14.400000,12.194000,0,5
355,14.400000,12.194000,0,5
356,14.400000,12.192000,0,5
357,14.400000,12.202000,0,5
358,14.400000,12.190000,0,5
359,14.400000,12.210000,0,5
360,14.400000,12.210000,0,5
361,14.400000,12.212000,0,5
362,14.400000,12.194000,0,5
363,14.400000,12.222000,0,5
364,14.400000,12.214000,0,5
365,14.400000,12.212000,0,5
366,14.400000,12.184000,0,5
367,14.400000,12.184000,0,5
368,14.400000,12.190000,0,5
369,14.400000,12.206000,0,5
370,14.400000,12.196000,0,5
371,14.400000,12.182000,0,5
372,14.400000,12.196000,0,5
373,14.400000,12.196000,0,5
374,14.400000,12.192000,0,5
375,14.400000,12.210000,0,5
376,14.400000,12.196000,0,5
377,14.400000,12.198000,0,5
378,14.400000,12.158000,0,5
379,14.400000,12.196000,0,5
380,14.400000,12.210000,0,5
381,14.400000,12.196000,0,5
382,14.400000,12.192000,0,5
383,14.400000,12.208000,0,5
384,14.400000,12.202000,0,5
385,14.400000,12.180000,0,5
386,14.400000,12.170000,0,5
387,14.400000,12.168000,0,5
388,14.400000,12.196000,0,5
389,14.400000,12.198000,0,5
390,14.400000,12.192000,0,5
391,14.400000,12.208000,0,5
392,14.400000,12.204000,0,5
393,14.400000,12.166000,0,5
394,14.400000,12.182000,0,5
395,14.400000,12.188000,0,5
396,14.400000,12.180000,0,5
397,14.400000,12.196000,0,5
398,14.400000,12.200000,0,5
399,14.400000,12.168000,0,5
400,14.400000,12.194000,0,5
401,14.400000,12.226000,0,5
402,14.400000,12.208000,0,5
403,14.400000,12.194000,0,5
404,14.400000,12.248000,0,5
405,14.400000,12.222000,0,5
406,14.400000,12.228000,0,5
407,14.400000,12.232000,0,5
408,14.400000,12.218000,0,5
409,14.400000,12.224000,0,5
410,14.400000,12.254000,0,5
411,14.400000,12.244000,0,5
412,14.400000,12.230000,0,5
413,14.400000,12.230000,0,5
414,14.400000,12.226000,0,5
415,14.400000,12.206000,0,5
416,14.400000,12.220000,0,5
417,14.400000,12.218000,0,5
418,14.400000,12.198000,0,5
419,14.400000,12.214000,0,5
420,14.400000,12.218000,0,5
421,14.400000,12.212000,0,5
422,14.400000,12.224000,0,5
423,14.400000,12.216000,0,5
424,14.400000,12.210000,0,5
425,14.400000,12.216000,0,5
426,14.400000,12.218000,0,5
427,14.400000,12.206000,0,5
428,14.400000,12.232000,0,5
429,14.400000,12.238000,0,5
430,14.400000,12.216000,0,5
431,14.400000,12.226000,0,5
432,14.400000,12.204000,0,5
433,14.400000,12.224000,0,5
434,14.400000,12.222000,0,5
435,14.400000,12.218000,0,5
436,14.400000,12.192000,0,5
437,14.400000,12.178000,0,5
438,14.400000,12.174000,0,5
439,14.400000,12.186000,0,5
440,14.400000,12.188000,0,5
441,14.400000,12.204000,0,5
442,14.400000,12.176000,0,5
443,14.400000,12.200000,0,5
444,14.400000,12.196000,0,5
445,14.400000,12.232000,0,5
446,14.400000,12.218000,0,5
447,14.400000,12.204000,0,5
448,14.400000,12.194000,0,5
449,14.400000,12.228000,0,5
450,14.400000,12.246000,0,5
451,14.400000,12.210000,0,5
452,14.400000,12.224000,0,5
453,14.400000,12.226000,0,5
454,14.400000,12.200000,0,5
455,14.400000,12.226000,0,5
456,14.400000,12.214000,0,5
457,14.400000,12.232000,0,5
458,14.400000,12.216000,0,5
459,14.400000,12.214000,0,5
460,14.400000,12.166000,0,5
461,14.400000,12.180000,0,5
462,14.400000,12.200000,0,5
463,14.400000,12.222000,0,5
464,14.400000,12.212000,0,5
465,14.400000,12.194000,0,5
466,14.400000,12.234000,0,5
467,14.400000,12.200000,0,5
468,14.400000,12.182000,0,5
469,14.400000,12.190000,0,5
470,14.400000,12.208000,0,5
471,14.400000,12.180000,0,5
472,14.400000,12.180000,0,5
473,14.400000,12.170000,0,5
474,14.400000,12.210000,0,5
475,14.400000,12.206000,0,5
476,14.400000,12.210000,0,5
477,14.400000,12.216000,0,5
478,14.400000,12.232000,0,5
479,14.400000,12.232000,0,5
480,14.400000,12.208000,0,5
481,14.400000,12.180000,0,5
482,14.400000,12.182000,0,5
483,14.400000,12.218000,0,5
484,14.400000,12.186000,0,5
485,14.400000,12.192000,0,5
486,14.400000,12.176000,0,5
487,14.400000,12.176000,0,5
488,14.400000,12.180000,0,5
489,14.400000,12.220000,0,5
490,14.400000,12.208000,0,5
491,14.400000,12.242000,0,5
492,14.400000,12.236000,0,5
493,14.400000,12.222000,0,5
494,14.400000,12.246000,0,5
495,14.400000,12.232000,0,5
496,14.400000,12.236000,0,5
497,14.400000,12.226000,0,5
498,14.400000,12.234000,0,5
499,14.400000,12.236000,0,5
500,14.400000,12.206000,0,5
501,14.400000,12.206000,0,5
502,14.400000,12.232000,0,5
503,14.400000,12.196000,0,5
504,14.400000,12.220000,0,5
505,14.400000,12.210000,0,5
506,14.400000,12.194000,0,5
507,14.400000,12.194000,0,5
508,14.400000,12.188000,0,5
509,14.400000,12.192000,0,5
510,14.400000,12.224000,0,5
511,14.400000,12.216000,0,5
512,14.400000,12.228000,0,5
513,14.400000,12.218000,0,5
514,14.400000,12.198000,0,5
515,14.400000,12.206000,0,5
516,14.400000,12.200000,0,5
517,14.400000,12.174000,0,5
518,14.400000,12.232000,0,5
519,14.400000,12.224000,0,5
520,14.400000,12.244000,0,5
521,14.400000,12.238000,0,5
522,14.400000,12.186000,0,5
523,14.400000,12.180000,0,5
524,14.400000,12.184000,0,5
525,14.400000,12.222000,0,5
526,14.400000,12.200000,0,5
527,14.400000,12.202000,0,5
528,14.400000,12.206000,0,5
529,14.400000,12.182000,0,5
530,14.400000,12.188000,0,5
531,14.400000,12.216000,0,5
532,14.400000,12.182000,0,5
533,14.400000,12.170000,0,5
534,14.400000,12.202000,0,5
535,14.400000,12.180000,0,5
536,14.400000,12.190000,0,5
537,14.400000,12.202000,0,5
538,14.400000,12.196000,0,5
539,14.400000,12.202000,0,5
540,14.400000,12.218000,0,5
541,14.400000,12.218000,0,5
542,14.400000,12.198000,0,5
543,14.400000,12.190000,0,5
544,14.400000,12.184000,0,5
545,14.400000,12.194000,0,5
546,14.400000,12.192000,0,5
547,14.400000,12.184000,0,5
548,14.400000,12.168000,0,5
549,14.400000,12.232000,0,5
550,14.400000,12.228000,0,5
551,14.400000,12.234000,0,5
552,14.400000,12.208000,0,5
553,14.400000,12.224000,0,5
554,14.400000,12.236000,0,5
555,14.400000,12.172000,0,5
556,14.400000,12.178000,0,5
557,14.400000,12.218000,0,5
558,14.400000,12.200000,0,5
559,14.400000,12.240000,0,5
560,14.400000,12.228000,0,5
561,14.400000,12.232000,0,5
562,14.400000,12.236000,0,5
563,14.400000,12.250000,0,5
564,14.400000,12.262000,0,5
565,14.400000,12.184000,0,5
566,14.400000,12.184000,0,5
567,14.400000,12.180000,0,5
568,14.400000,12.196000,0,5
569,14.400000,12.206000,0,5
570,14.400000,12.204000,0,5
571,14.400000,12.234000,0,5
572,14.400000,12.260000,0,5
573,14.400000,12.242000,0,5
574,14.400000,12.238000,0,5
575,14.400000,12.262000,0,5
576,14.400000,12.280000,0,5
577,14.400000,12.244000,0,5
578,14.400000,12.244000,0,5
579,14.400000,12.228000,0,5
580,14.400000,12.208000,0,5
581,14.400000,12.190000,0,5
582,14.400000,12.228000,0,5
583,14.400000,12.184000,0,5
584,14.400000,12.212000,0,5
585,14.400000,12.222000,0,5
586,14.400000,12.212000,0,5
587,14.400000,12.224000,0,5
588,14.400000,12.218000,0,5
589,14.400000,12.216000,0,5
590,14.400000,12.238000,0,5
591,14.400000,12.260000,0,5
592,14.400000,12.242000,0,5
593,14.400000,12.238000,0,5
594,14.400000,12.248000,0,5
595,14.400000,12.208000,0,5
596,14.400000,12.236000,0,5
597,14.400000,12.196000,0,5
598,14.400000,12.236000,0,5
599,14.400000,12.224000,0,5
600,14.400000,12.196000,0,5
601,14.400000,12.216000,0,5
602,14.400000,12.190000,0,5
603,14.400000,12.180000,0,5
604,14.400000,12.180000,0,5
605,14.400000,12.200000,0,5
606,14.400000,12.208000,0,5
607,14.400000,12.198000,0,5
608,14.400000,12.202000,0,5
609,14.400000,12.170000,0,5
610,14.400000,12.152000,0,5
611,14.400000,12.178000,0,5
612,14.400000,12.206000,0,5
613,14.400000,12.208000,0,5
614,14.400000,12.218000,0,5
615,14.400000,12.214000,0,5
616,14.400000,12.202000,0,5
617,14.400000,12.198000,0,5
618,14.400000,12.212000,0,5
619,14.400000,12.230000,0,5
620,14.400000,12.228000,0,5
621,14.400000,12.246000,0,5
622,14.400000,12.232000,0,5
623,14.400000,12.228000,0,5
624,14.400000,12.240000,0,5
625,14.400000,12.244000,0,5
626,14.400000,12.240000,0,5
627,14.400000,12.242000,0,5
628,14.400000,12.242000,0,5
629,14.400000,12.214000,0,5
630,14.400000,12.212000,0,5
631,14.400000,12.220000,0,5
632,14.400000,12.234000,0,5
633,14.400000,12.262000,0,5
634,14.400000,12.230000,0,5
635,14.400000,12.238000,0,5
636,14.400000,12.214000,0,5
637,14.400000,12.212000,0,5
638,14.400000,12.210000,0,5
639,14.400000,12.202000,0,5
640,14.400000,12.220000,0,5
641,14.400000,12.214000,0,5
642,14.400000,12.260000,0,5
643,14.400000,12.286000,0,5
644,14.400000,12.246000,0,5
645,14.400000,12.204000,0,5
646,14.400000,12.240000,0,5
647,14.400000,12.204000,0,5
648,14.400000,12.188000,0,5
649,14.400000,12.228000,0,5
650,14.400000,12.232000,0,5
651,14.400000,12.236000,0,5
652,14.400000,12.234000,0,5
653,14.400000,12.200000,0,5
654,14.400000,12.210000,0,5
655,14.400000,12.218000,0,5
656,14.400000,12.250000,0,5
657,14.400000,12.242000,0,5
658,14.400000,12.216000,0,5
659,14.400000,12.232000,0,5
660,14.400000,12.244000,0,5
661,14.400000,12.272000,0,5
662,14.400000,12.270000,0,5
663,14.400000,12.246000,0,5
664,14.400000,12.232000,0,5
665,14.400000,12.208000,0,5
666,14.400000,12.232000,0,5
667,14.400000,12.216000,0,5
668,14.400000,12.212000,0,5
669,14.400000,12.206000,0,5
670,14.400000,12.198000,0,5
671,14.400000,12.212000,0,5
672,14.400000,12.216000,0,5
673,14.400000,12.250000,0,5
674,14.400000,12.212000,0,5
675,14.400000,12.204000,0,5
676,14.400000,12.192000,0,5
677,14.400000,12.168000,0,5
678,14.400000,12.182000,0,5
679,14.400000,12.200000,0,5
680,14.400000,12.168000,0,5
681,14.400000,12.202000,0,5
682,14.400000,12.218000,0,5
683,14.400000,12.196000,0,5
684,14.400000,12.206000,0,5
685,14.400000,12.202000,0,5
686,14.400000,12.200000,0,5
687,14.400000,12.190000,0,5
688,14.400000,12.186000,0,5
689,14.400000,12.170000,0,5
690,14.400000,12.186000,0,5
691,14.400000,12.168000,0,5
692,14.400000,12.224000,0,5
693,14.400000,12.238000,0,5
694,14.400000,12.200000,0,5
695,14.400000,12.190000,0,5
696,14.400000,12.156000,0,5
697,14.400000,12.180000,0,5
698,14.400000,12.204000,0,5
699,14.400000,12.194000,0,5
700,14.400000,12.232000,0,5
701,14.400000,12.256000,0,5
702,14.400000,12.262000,0,5
703,14.400000,12.272000,0,5
704,14.400000,12.228000,0,5
705,14.400000,12.206000,0,5
706,14.400000,12.210000,0,5
707,14.400000,12.226000,0,5
708,14.400000,12.196000,0,5
709,14.400000,12.204000,0,5
710,14.400000,12.228000,0,5
711,14.400000,12.220000,0,5
712,14.400000,12.186000,0,5
713,14.400000,12.192000,0,5
714,14.400000,12.178000,0,5
715,14.400000,12.204000,0,5
716,14.400000,12.200000,0,5
717,14.400000,12.204000,0,5
718,14.400000,12.178000,0,5
719,14.400000,12.234000,0,5
720,14.400000,12.234000,0,5
721,14.400000,12.240000,0,5
722,14.400000,12.232000,0,5
723,14.400000,12.200000,0,5
724,14.400000,12.200000,0,5
725,14.400000,12.214000,0,5
726,14.400000,12.210000,0,5
727,14.400000,12.206000,0,5
728,14.400000,12.196000,0,5
729,14.400000,12.202000,0,5
730,14.400000,12.214000,0,5
731,14.400000,12.242000,0,5
732,14.400000,12.226000,0,5
733,14.400000,12.212000,0,5
734,14.400000,12.246000,0,5
735,14.400000,12.218000,0,5
736,14.400000,12.206000,0,5
737,14.400000,12.226000,0,5
738,14.400000,12.252000,0,5
739,14.400000,12.228000,0,5
740,14.400000,12.200000,0,5
741,14.400000,12.244000,0,5
742,14.400000,12.220000,0,5
743,14.400000,12.228000,0,5
744,14.400000,12.236000,0,5
745,14.400000,12.218000,0,5
746,14.400000,12.216000,0,5
747,14.400000,12.234000,0,5
748,14.400000,12.238000,0,5
749,14.400000,12.208000,0,5
750,14.400000,12.172000,0,5
751,14.400000,12.206000,0,5
752,14.400000,12.222000,0,5
753,14.400000,12.202000,0,5
754,14.400000,12.174000,0,5
755,14.400000,12.212000,0,5
756,14.400000,12.202000,0,5
757,14.400000,12.206000,0,5
758,14.400000,12.220000,0,5
759,14.400000,12.238000,0,5
760,14.400000,12.236000,0,5
761,14.400000,12.278000,0,5
762,14.400000,12.262000,0,5
763,14.400000,12.280000,0,5
764,14.400000,12.270000,0,5
765,14.400000,12.254000,0,5
766,14.400000,12.238000,0,5
767,14.400000,12.238000,0,5
768,14.400000,12.250000,0,5
769,14.400000,12.238000,0,5
770,14.400000,12.252000,0,5
771,14.400000,12.254000,0,5
772,14.400000,12.220000,0,5
773,14.400000,12.264000,0,5
774,14.400000,12.244000,0,5
775,14.400000,12.250000,0,5
776,14.400000,12.238000,0,5
777,14.400000,12.212000,0,5
778,14.400000,12.186000,0,5
779,14.400000,12.198000,0,5
780,14.400000,12.206000,0,5
781,14.400000,12.234000,0,5
782,14.400000,12.214000,0,5
783,14.400000,12.214000,0,5
784,14.400000,12.222000,0,5
785,14.400000,12.218000,0,5
786,14.400000,12.218000,0,5
787,14.400000,12.226000,0,5
788,14.400000,12.218000,0,5
789,14.400000,12.224000,0,5
790,14.400000,12.208000,0,5
791,14.400000,12.230000,0,5
792,14.400000,12.254000,0,5
793,14.400000,12.258000,0,5
794,14.400000,12.262000,0,5
795,14.400000,12.250000,0,5
796,14.400000,12.190000,0,5
797,14.400000,12.204000,0,5
798,14.400000,12.234000,0,5
799,14.400000,12.222000,0,5
800,14.400000,12.218000,0,5
801,14.400000,12.190000,0,5
802,14.400000,12.188000,0,5
803,14.400000,12.182000,0,5
804,14.400000,12.172000,0,5
805,14.400000,12.204000,0,5
806,14.400000,12.218000,0,5
807,14.400000,12.232000,0,5
808,14.400000,12.240000,0,5
809,14.400000,12.232000,0,5
810,14.400000,12.204000,0,5
811,14.400000,12.200000,0,5
812,14.400000,12.152000,0,5
813,14.400000,12.166000,0,5
814,14.400000,12.218000,0,5
815,14.400000,12.224000,0,5
816,14.400000,12.216000,0,5
817,14.400000,12.210000,0,5
818,14.400000,12.230000,0,5
819,14.400000,12.214000,0,5
820,14.400000,12.202000,0,5
821,14.400000,12.224000,0,5
822,14.400000,12.228000,0,5
823,14.400000,12.230000,0,5
824,14.400000,12.226000,0,5
825,14.400000,12.212000,0,5
826,14.400000,12.220000,0,5
827,14.400000,12.218000,0,5
828,14.400000,12.222000,0,5
829,14.400000,12.234000,0,5
830,14.400000,12.248000,0,5
831,14.400000,12.250000,0,5
832,14.400000,12.234000,0,5
833,14.400000,12.234000,0,5
834,14.400000,12.178000,0,5
835,14.400000,12.228000,0,5
836,14.400000,12.242000,0,5
837,14.400000,12.232000,0,5
838,14.400000,12.216000,0,5
839,14.400000,12.226000,0,5
840,14.400000,12.216000,0,5
841,14.400000,12.242000,0,5
842,14.400000,12.216000,0,5
843,14.400000,12.200000,0,5
844,14.400000,12.208000,0,5
845,14.400000,12.214000,0,5
846,14.400000,12.242000,0,5
847,14.400000,12.288000,0,5
848,14.400000,12.292000,0,5
849,14.400000,12.288000,0,5
850,14.400000,12.252000,0,5
851,14.400000,12.240000,0,5
852,14.400000,12.244000,0,5
853,14.400000,12.232000,0,5
854,14.400000,12.218000,0,5
855,14.400000,12.214000,0,5
856,14.400000,12.242000,0,5
857,14.400000,12.208000,0,5
858,14.400000,12.196000,0,5
859,14.400000,12.210000,0,5
860,14.400000,12.190000,0,5
861,14.400000,12.216000,0,5
862,14.400000,12.200000,0,5
863,14.400000,12.184000,0,5
864,14.400000,12.218000,0,5
865,14.400000,12.210000,0,5
866,14.400000,12.198000,0,5
867,14.400000,12.186000,0,5
868,14.400000,12.208000,0,5
869,14.400000,12.224000,0,5
870,14.400000,12.238000,0,5
