Iteration,Fitness,AVG Fitness,Conflicts,Total Color
871,14.400000,12.224000,0,5
872,14.400000,12.170000,0,5
873,14.400000,12.214000,0,5
874,14.400000,12.232000,0,5
875,14.400000,12.218000,0,5
876,14.400000,12.274000,0,5
877,14.400000,12.232000,0,5
878,14.400000,12.198000,0,5
879,14.400000,12.226000,0,5
880,14.400000,12.238000,0,5
881,14.400000,12.266000,0,5
882,14.400000,12.274000,0,5
883,14.400000,12.290000,0,5
884,14.400000,12.280000,0,5
885,14.400000,12.178000,0,5
886,14.400000,12.226000,0,5
887,14.400000,12.228000,0,5
888,14.400000,12.240000,0,5
889,14.400000,12.270000,0,5
890,14.400000,12.250000,0,5
891,14.400000,12.260000,0,5
892,14.400000,12.240000,0,5
893,14.400000,12.238000,0,5
894,14.400000,12.242000,0,5
895,14.400000,12.218000,0,5
896,14.400000,12.258000,0,5
897,14.400000,12.202000,0,5
898,14.400000,12.222000,0,5
899,14.400000,12.204000,0,5
900,14.400000,12.230000,0,5
901,14.400000,12.238000,0,5
902,14.400000,12.248000,0,5
903,14.400000,12.090000,0,5
904,14.400000,12.196000,0,5
905,14.400000,12.214000,0,5
906,14.400000,12.230000,0,5
907,14.400000,12.240000,0,5
908,14.400000,12.244000,0,5
909,14.400000,12.224000,0,5
910,14.400000,12.244000,0,5
911,14.400000,12.248000,0,5
912,14.400000,12.044000,0,5
913,14.400000,12.084000,0,5
914,14.400000,12.148000,0,5
915,14.400000,12.252000,0,5
916,14.400000,12.210000,0,5
917,14.400000,12.242000,0,5
918,14.400000,12.268000,0,5
919,14.400000,12.294000,0,5
920,14.400000,12.264000,0,5
921,14.400000,12.304000,0,5
922,14.400000,12.320000,0,5
923,14.400000,12.252000,0,5
924,14.400000,12.292000,0,5
925,14.400000,12.122000,0,5
926,14.400000,12.178000,0,5
927,14.400000,12.238000,0,5
928,14.400000,12.284000,0,5
929,14.400000,12.212000,0,5
930,14.400000,12.236000,0,5
931,14.400000,12.288000,0,5
932,14.400000,12.264000,0,5
933,14.400000,12.260000,0,5
934,14.400000,12.284000,0,5
935,14.400000,12.252000,0,5
936,14.400000,12.280000,0,5
937,14.400000,12.242000,0,5
938,14.400000,12.270000,0,5
939,14.400000,12.276000,0,5
940,14.400000,12.264000,0,5
941,14.400000,12.274000,0,5
942,14.400000,12.270000,0,5
943,14.400000,12.282000,0,5
944,14.400000,12.288000,0,5
945,14.400000,12.316000,0,5
946,14.400000,12.226000,0,5
947,14.600000,12.282000,1,3
948,14.400000,12.162000,0,5
949,14.400000,12.244000,0,5
950,14.800000,12.256000,0,4
951,14.400000,12.204000,0,5
952,14.400000,12.278000,0,5
953,14.400000,12.256000,0,5
954,14.400000,12.310000,0,5
955,14.400000,12.326000,0,5
956,14.400000,12.316000,0,5
957,14.400000,12.180000,0,5
958,14.400000,12.236000,0,5
959,14.400000,12.318000,0,5
960,14.800000,12.314000,0,4
961,14.800000,12.332000,0,4
962,14.400000,12.190000,0,5
963,14.400000,12.236000,0,5
964,14.400000,12.210000,0,5
965,14.400000,12.242000,0,5
966,14.400000,12.248000,0,5
967,14.400000,12.272000,0,5
968,14.400000,12.286000,0,5
969,14.400000,12.274000,0,5
970,14.400000,12.326000,0,5
971,14.400000,12.306000,0,5
972,14.400000,12.144000,0,5
973,14.400000,12.268000,0,5
974,14.400000,12.354000,0,5
975,14.800000,12.372000,0,4
976,14.800000,12.398000,0,4
977,14.800000,12.386000,0,4
978,14.400000,12.236000,0,5
979,14.800000,12.346000,0,4
980,14.800000,12.370000,0,4
981,14.800000,12.294000,0,4
982,14.800000,12.340000,0,4
983,14.800000,12.350000,0,4
984,14.800000,12.384000,0,4
985,14.800000,12.312000,0,4
986,14.800000,12.360000,0,4
987,14.800000,12.198000,0,4
988,14.800000,12.292000,0,4
989,14.800000,12.330000,0,4
990,14.800000,12.384000,0,4
991,14.800000,12.328000,0,4
992,14.800000,12.372000,0,4
993,14.800000,12.326000,0,4
994,14.800000,12.350000,0,4
995,14.800000,12.358000,0,4
996,14.800000,12.362000,0,4
997,14.800000,12.156000,0,4
998,14.800000,12.228000,0,4
999,14.800000,12.220000,0,4
1000,14.800000,12.172000,0,4
