Iteration,Fitness,AVG Fitness,Standard Deviation,Cluster Size,Conflicts,Total Color
0,61.200000,52.048000,3.502099,0,5,5
1,61.200000,52.019000,3.514419,15,5,5
2,61.200000,52.190000,2.982667,5,5,5
3,61.200000,52.481000,3.725257,15,5,5
4,61.200000,51.859000,4.279068,15,5,5
5,61.200000,53.006000,3.266246,9,5,5
6,61.200000,52.021000,3.191373,15,5,5
7,61.200000,51.732000,3.350698,15,5,5
8,61.200000,51.896000,3.719460,13,5,5
9,61.200000,51.930000,3.612852,15,5,5
10,61.200000,52.354000,3.651970,15,5,5
11,61.200000,51.910000,3.291033,15,5,5
12,63.000000,52.340000,3.733979,11,3,5
13,63.000000,52.064000,3.489599,15,3,5
14,63.000000,51.777000,3.610010,3,3,5
15,63.000000,51.745000,3.896239,15,3,5
16,63.000000,51.958000,3.999354,15,3,5
17,63.000000,51.410000,3.439259,15,3,5
18,63.000000,51.839000,3.351832,15,3,5
19,63.000000,52.436000,3.605538,15,3,5
20,63.000000,52.265000,3.539841,15,3,5
21,63.000000,52.256000,4.010893,7,3,5
22,63.000000,51.273000,3.655102,15,3,5
23,63.000000,52.230000,3.207943,15,3,5
24,63.000000,51.646000,3.455790,15,3,5
25,63.000000,52.389000,3.076033,12,3,5
26,63.000000,51.606000,3.663190,15,3,5
27,63.000000,51.749000,3.605482,15,3,5
28,63.000000,52.508000,3.487626,15,3,5
29,63.000000,52.408000,3.494329,15,3,5
30,63.000000,51.909000,3.348405,15,3,5
31,63.000000,51.577000,3.753421,15,3,5
32,63.000000,51.751000,3.779563,15,3,5
33,63.000000,51.428000,3.801134,15,3,5
34,63.000000,51.585000,3.494120,10,3,5
35,63.000000,52.117000,3.375116,15,3,5
36,63.000000,52.011000,3.920661,10,3,5
37,63.000000,51.856000,3.551206,15,3,5
38,63.000000,52.217000,3.138377,15,3,5
39,63.000000,52.856000,3.477767,15,3,5
40,63.000000,51.796000,4.110740,7,3,5
41,63.000000,51.878000,3.535296,3,3,5
42,63.000000,51.768000,3.825516,3,3,5
43,63.000000,51.868000,3.842444,3,3,5
44,63.000000,51.997000,3.824460,3,3,5
45,63.000000,51.681000,3.597630,3,3,5
