Iteration,Best Fitness,AVG Fitness,Worst Fitness,Prey Conflicts,Prey Total Color,Worst Conflicts,Worst Total Color
247,64.800000,52.347000,37.800000,1,5,31,5
248,64.800000,52.627000,43.200000,1,5,25,5
249,64.800000,51.968000,43.300000,1,5,25,4
250,64.800000,52.033000,42.300000,1,5,26,5
251,64.800000,52.091000,44.100000,1,5,24,5
252,64.800000,52.498000,43.300000,1,5,25,4
253,64.800000,52.931000,45.000000,1,5,23,5
254,64.800000,52.411000,37.000000,1,5,32,4
255,64.800000,52.645000,42.400000,1,5,26,4
256,64.800000,52.653000,39.600000,1,5,29,5
257,64.800000,52.816000,45.000000,1,5,23,5
258,64.800000,51.955000,40.500000,1,5,28,5
259,64.800000,52.359000,45.100000,1,5,23,4
260,64.800000,52.164000,44.100000,1,5,24,5
261,64.800000,52.476000,44.200000,1,5,24,4
262,64.800000,52.483000,45.900000,1,5,22,5
263,64.800000,52.638000,45.000000,1,5,23,5
264,64.800000,52.331000,44.200000,1,5,24,4
265,64.800000,52.969000,45.100000,1,5,23,4
266,64.800000,51.898000,33.300000,1,5,36,5
267,64.800000,52.466000,45.000000,1,5,23,5
268,64.800000,52.571000,43.200000,1,5,25,5
269,64.800000,52.826000,45.000000,1,5,23,5
270,64.800000,52.388000,43.200000,1,5,25,5
271,64.800000,52.471000,45.000000,1,5,23,5
272,64.800000,52.406000,37.900000,1,5,31,4
273,64.800000,52.194000,45.900000,1,5,22,5
274,64.800000,52.131000,42.300000,1,5,26,5
275,64.800000,52.805000,41.500000,1,5,27,4
276,64.800000,51.603000,40.600000,1,5,28,4
277,64.800000,51.835000,43.200000,1,5,25,5
278,64.800000,52.230000,44.100000,1,5,24,5
279,64.800000,52.569000,43.300000,1,5,25,4
280,64.800000,52.545000,40.500000,1,5,28,5
281,64.800000,52.192000,40.600000,1,5,28,4
282,64.800000,51.977000,41.500000,1,5,27,4
283,64.800000,52.646000,43.200000,1,5,25,5
284,64.800000,51.912000,43.300000,1,5,25,4
285,64.800000,52.763000,43.300000,1,5,25,4
286,64.800000,53.039000,44.100000,1,5,24,5
287,64.800000,52.391000,44.100000,1,5,24,5
288,64.800000,52.268000,41.500000,1,5,27,4
289,64.800000,52.743000,39.600000,1,5,29,5
290,64.800000,52.139000,41.500000,1,5,27,4
291,64.800000,52.406000,44.200000,1,5,24,4
292,64.800000,52.952000,42.300000,1,5,26,5
293,64.800000,52.952000,44.200000,1,5,24,4
294,64.800000,53.178000,44.100000,1,5,24,5
295,64.800000,52.205000,43.200000,1,5,25,5
296,64.800000,51.874000,42.300000,1,5,26,5
297,64.800000,52.240000,42.300000,1,5,26,5
298,64.800000,51.990000,41.500000,1,5,27,4
299,64.800000,52.173000,40.600000,1,5,28,4
300,64.800000,52.420000,42.300000,1,5,26,5
301,64.800000,53.257000,45.000000,1,5,23,5
302,64.800000,52.271000,43.300000,1,5,25,4
