Iteration,Best Fitness,AVG Fitness,Worst Fitness,Prey Conflicts,Prey Total Color,Worst Conflicts,Worst Total Color
521,168.500000,146.054000,128.000000,19,5,64,5
522,168.500000,145.334000,125.300000,19,5,67,5
523,168.500000,146.522000,133.400000,19,5,58,5
524,168.500000,146.306000,134.300000,19,5,57,5
525,168.500000,145.352000,130.700000,19,5,61,5
526,168.500000,144.336000,127.100000,19,5,65,5
527,168.500000,145.433000,130.700000,19,5,61,5
528,168.500000,145.244000,128.000000,19,5,64,5
529,168.500000,145.714000,125.300000,19,5,67,5
530,168.500000,144.362000,129.800000,19,5,62,5
531,168.500000,146.324000,131.600000,19,5,60,5
532,168.500000,144.931000,131.600000,19,5,60,5
533,168.500000,146.027000,131.600000,19,5,60,5
534,168.500000,145.487000,130.700000,19,5,61,5
535,168.500000,145.526000,128.900000,19,5,63,5
536,168.500000,145.496000,130.700000,19,5,61,5
537,168.500000,145.712000,128.000000,19,5,64,5
538,168.500000,145.469000,124.400000,19,5,68,5
539,168.500000,144.848000,128.000000,19,5,64,5
540,168.500000,144.200000,126.200000,19,5,66,5
541,168.500000,146.090000,128.000000,19,5,64,5
542,168.500000,146.189000,131.600000,19,5,60,5
543,168.500000,144.236000,129.800000,19,5,62,5
544,168.500000,146.918000,133.400000,19,5,58,5
545,168.500000,145.586000,129.800000,19,5,62,5
