Iteration,Fitness,AVG Fitness,Standard Deviation,Cluster Size,Conflicts,Total Color
0,606.400000,583.765000,10.045689,0,91,7
1,606.400000,586.213000,10.929910,15,91,7
2,610.000000,584.341000,11.454773,15,87,7
3,611.800000,582.874000,10.707368,15,85,7
4,611.800000,584.791000,11.173416,6,85,7
5,611.800000,583.855000,11.376637,2,85,7
6,612.700000,583.945000,11.901373,15,84,7
7,612.700000,585.745000,10.462766,6,84,7
8,612.700000,583.387000,11.334467,3,84,7
9,612.700000,583.666000,10.794464,2,84,7
10,612.700000,586.870000,10.867663,2,84,7
11,614.500000,585.223000,10.606610,13,82,7
12,614.500000,585.034000,11.440710,12,82,7
13,614.500000,586.897000,9.735034,9,82,7
14,616.300000,585.691000,10.279320,5,80,7
15,616.300000,583.342000,11.152580,7,80,7
16,616.300000,584.647000,11.422596,9,80,7
17,616.300000,586.366000,11.148105,7,80,7
18,616.300000,584.314000,10.422466,5,80,7
19,616.300000,586.213000,11.294376,5,80,7
20,617.200000,584.089000,11.988118,15,79,7
21,620.800000,587.797000,10.380910,6,75,7
22,622.600000,586.601000,9.762136,15,73,7
23,622.600000,585.277000,10.894428,15,73,7
24,622.600000,584.368000,11.042879,8,73,7
25,622.600000,585.385000,12.153250,15,73,7
26,622.600000,585.007000,12.655712,15,73,7
27,622.600000,584.953000,10.839718,15,73,7
28,622.600000,586.969000,11.545351,7,73,7
29,622.600000,584.287000,10.255463,10,73,7
30,622.600000,585.556000,10.391567,9,73,7
31,622.600000,587.176000,11.049508,2,73,7
32,622.600000,585.313000,12.107763,12,73,7
33,622.600000,583.549000,11.683300,15,73,7
34,622.600000,586.177000,10.098028,15,73,7
35,622.600000,585.502000,10.608996,15,73,7
36,622.600000,585.916000,11.237479,15,73,7
37,622.600000,588.859000,9.757009,2,73,7
38,622.600000,586.492000,11.780226,15,73,7
39,622.600000,584.611000,10.690920,15,73,7
40,622.600000,583.756000,11.291123,9,73,7
41,622.600000,586.726000,10.514234,15,73,7
42,622.600000,584.072000,12.464422,15,73,7
43,622.600000,585.043000,11.667316,4,73,7
44,622.600000,585.772000,11.576589,5,73,7
45,622.600000,586.573000,10.196214,7,73,7
46,622.600000,584.872000,11.640782,10,73,7
47,622.600000,585.034000,10.364171,15,73,7
48,622.600000,584.890000,11.059751,15,73,7
49,622.600000,584.143000,10.949605,15,73,7
50,622.600000,583.423000,11.792030,15,73,7
51,622.600000,585.322000,10.274343,9,73,7
52,622.600000,585.070000,11.622551,15,73,7
53,622.600000,584.062000,11.527296,15,73,7
54,622.600000,586.222000,10.810630,15,73,7
55,622.600000,585.421000,10.531688,3,73,7
56,622.600000,584.503000,10.847188,12,73,7
57,622.600000,582.694000,10.952834,9,73,7
58,622.600000,584.584000,10.581122,15,73,7
59,622.600000,583.909000,12.474984,5,73,7
60,622.600000,584.278000,11.175362,5,73,7
61,622.600000,585.376000,11.348226,15,73,7
62,622.600000,586.240000,11.157096,6,73,7
63,622.600000,585.044000,11.768758,15,73,7
64,622.600000,584.746000,10.725357,15,73,7
65,622.600000,588.517000,10.494675,2,73,7
66,622.600000,584.773000,10.372636,15,73,7
67,622.600000,584.359000,10.529227,15,73,7
68,622.600000,584.494000,10.277527,15,73,7
